name,rss_url,domain,category,already_in_docuaction
AL - Opelika Auburn News,https://www.oanow.com/search/?f=rss&t=article&l=50,oanow.com,General,False
AL - Selma Times-Journal,https://www.selmatimesjournal.com/feed/,selmatimesjournal.com,General,False
AL - Talladega Daily Home,https://www.dailyhome.com/search/?f=rss&t=article&l=50,dailyhome.com,General,False
AL - Troy Messenger,https://www.troymessenger.com/feed/,troymessenger.com,General,False
AL - Alexander City Outlook,https://www.alexcityoutlook.com/feed/,alexcityoutlook.com,General,False
AL - Brewton Standard,https://www.brewtonstandard.com/feed/,brewtonstandard.com,General,False
AL - Cullman Times,https://www.cullmantimes.com/feed/,cullmantimes.com,General,False
AL - AL.com Statewide,https://www.al.com/news/index.ssf/rss2.0.xml,al.com,General,False
AK - Homer News,https://homernews.com/feed/,homernews.com,General,False
AK - Kenai Peninsula Clarion,https://www.peninsulaclarion.com/feed/,peninsulaclarion.com,General,False
AK - Ketchikan Daily News,https://www.ketchikandailynews.com/search/?f=rss,ketchikandailynews.com,General,False
AK - Alaska Beacon,https://alaskabeacon.com/feed/,alaskabeacon.com,General,False
AK - Alaska Public Media,https://alaskapublic.org/feed/,alaskapublic.org,General,False
AZ - Tucson Sentinel,https://www.tucsonsentinel.com/feed/rss/,tucsonsentinel.com,General,False
AZ - AZ Mirror,https://azmirror.com/feed/,azmirror.com,General,False
AZ - Arizona Luminaria,https://arizluminaria.com/feed/,arizluminaria.com,General,False
AZ - Nogales International,https://www.nogalesinternational.com/search/?f=rss,nogalesinternational.com,General,False
AZ - Show Low Independent,https://www.showlowindependent.com/feed/,showlowindependent.com,General,False
AZ - Wickenburg Sun,https://www.wickenburgsun.com/feed/,wickenburgsun.com,General,False
AZ - Arizona Business Gazette,https://azbigmedia.com/feed/,azbigmedia.com,General,False
AZ - Cronkite News,https://cronkitenews.azpbs.org/feed/,cronkitenews.azpbs.org,General,False
AR - Hot Springs Sentinel-Record,https://www.hotsr.com/search/?f=rss&t=article&l=50,hotsr.com,General,False
AR - Texarkana Gazette,https://www.texarkanagazette.com/news/arkansas/rss,texarkanagazette.com,General,False
AR - Harrison Daily Times,https://www.harrisondaily.com/search/?f=rss,harrisondaily.com,General,False
AR - Mountain Home Baxter Bulletin,https://www.baxterbulletin.com/rss/,baxterbulletin.com,General,False
AR - Arkansas Advocate,https://www.arkansasadvocate.com/feed/,arkansasadvocate.com,General,False
CA - East Bay Times,https://www.eastbaytimes.com/feed/,eastbaytimes.com,General,False
CA - LA Downtown News,https://www.ladowntownnews.com/feed/,ladowntownnews.com,General,False
CA - San Francisco Examiner,https://www.sfexaminer.com/feed/,sfexaminer.com,General,False
CA - Napa Valley Register,https://napavalleyregister.com/search/?f=rss,napavalleyregister.com,General,False
CA - Sonoma Press Democrat,https://www.pressdemocrat.com/feed/,pressdemocrat.com,General,False
CA - Petaluma Argus-Courier,https://www.petaluma360.com/search/?f=rss,petaluma360.com,General,False
CA - Vallejo Times-Herald,https://www.timesheraldonline.com/feed/,timesheraldonline.com,General,False
CA - Fairfield Daily Republic,https://www.dailyrepublic.com/search/?f=rss,dailyrepublic.com,General,False
CA - Vacaville Reporter,https://www.thereporter.com/feed/,thereporter.com,General,False
CA - Davis Enterprise,https://www.davisenterprise.com/feed/,davisenterprise.com,General,False
CA - Woodland Democrat,https://www.dailydemocrat.com/feed/,dailydemocrat.com,General,False
CA - San Luis Obispo Tribune,https://www.sanluisobispo.com/news/local/rss,sanluisobispo.com,General,False
CA - Merced Sun-Star,https://www.mercedsunstar.com/news/local/rss,mercedsunstar.com,General,False
CA - Hanford Sentinel,https://www.hanfordsentinel.com/search/?f=rss,hanfordsentinel.com,General,False
CA - Madera Tribune,https://www.maderatribune.com/search/?f=rss,maderatribune.com,General,False
CA - Porterville Recorder,https://www.recorderonline.com/search/?f=rss,recorderonline.com,General,False
CA - Lompoc Record,https://lompocrecord.com/search/?f=rss,lompocrecord.com,General,False
CA - Santa Maria Times,https://santamariatimes.com/search/?f=rss,santamariatimes.com,General,False
CA - Antelope Valley Press,https://www.avpress.com/search/?f=rss,avpress.com,General,False
CA - Victorville Daily Press,https://www.vvdailypress.com/feed/,vvdailypress.com,General,False
CA - Barstow Desert Dispatch,https://www.desertsun.com/rss/,desertsun.com,General,False
CA - Cal Matters,https://calmatters.org/feed/,calmatters.org,General,False
CA - LAist,https://laist.com/feed,laist.com,General,False
CA - SF Weekly,https://www.sfweekly.com/feed/,sfweekly.com,General,False
CA - LA Weekly,https://www.laweekly.com/feed/,laweekly.com,General,False
CO - Colorado Sun,https://coloradosun.com/feed/,coloradosun.com,General,False
CO - Colorado Politics,https://www.coloradopolitics.com/search/?f=rss,coloradopolitics.com,General,False
CO - Loveland Reporter-Herald,https://www.reporterherald.com/feed/,reporterherald.com,General,False
CO - Longmont Times-Call,https://www.timescall.com/feed/,timescall.com,General,False
CO - Steamboat Pilot & Today,https://www.steamboatpilot.com/feed/,steamboatpilot.com,General,False
CO - Telluride Daily Planet,https://www.telluridenews.com/feed/,telluridenews.com,General,False
CO - Glenwood Post Independent,https://www.postindependent.com/feed/,postindependent.com,General,False
CO - Colorado Springs Indy,https://www.csindy.com/feed/,csindy.com,General,False
CO - Westword Denver,https://www.westword.com/feed/,westword.com,General,False
CT - CT Mirror,https://ctmirror.org/feed/,ctmirror.org,General,False
CT - CT Insider,https://www.ctinsider.com/search/?f=rss,ctinsider.com,General,False
CT - New Haven Independent,https://www.newhavenindependent.org/atom.xml,newhavenindependent.org,General,False
CT - Middletown Press,https://www.middletownpress.com/feed/,middletownpress.com,General,False
CT - Register Citizen Torrington,https://www.registercitizen.com/feed/,registercitizen.com,General,False
CT - Journal Inquirer Manchester,https://www.journalinquirer.com/search/?f=rss,journalinquirer.com,General,False
FL - Tallahassee Reports,https://tallahasseereports.com/feed/,tallahasseereports.com,General,False
FL - Bradenton Herald,https://www.bradenton.com/news/local/rss,bradenton.com,General,False
FL - Punta Gorda Charlotte Sun,https://www.yoursun.com/search/?f=rss,yoursun.com,General,False
FL - Sebring News-Sun,https://www.newssun.com/search/?f=rss,newssun.com,General,False
FL - Leesburg Daily Commercial,https://www.dailycommercial.com/search/?f=rss,dailycommercial.com,General,False
FL - Inverness Citrus County Chron,https://www.chronicleonline.com/search/?f=rss,chronicleonline.com,General,False
FL - St. Augustine Record,https://www.staugustine.com/arcio/rss/,staugustine.com,General,False
FL - Palatka Daily News,https://www.palatka-daily-news.com/search/?f=rss,palatka-daily-news.com,General,False
FL - Homestead Miami Villager,https://www.miamitimesonline.com/feed/,miamitimesonline.com,General,False
FL - Florida Trend,https://www.floridatrend.com/rss,floridatrend.com,General,False
FL - Florida Politics,https://floridapolitics.com/feed/,floridapolitics.com,General,False
FL - Florida Phoenix,https://www.floridaphoenix.com/feed/,floridaphoenix.com,General,False
FL - FLHealthNews,https://health.wusf.usf.edu/feed,health.wusf.usf.edu,General,False
GA - Valdosta Daily Times,https://www.valdostadailytimes.com/search/?f=rss,valdostadailytimes.com,General,False
GA - Statesboro Herald,https://www.statesboroherald.com/feed/,statesboroherald.com,General,False
GA - Gainesville Times,https://www.gainesvilletimes.com/search/?f=rss,gainesvilletimes.com,General,False
GA - LaGrange Daily News,https://www.lagrangenews.com/feed/,lagrangenews.com,General,False
GA - Albany Herald,https://www.albanyherald.com/search/?f=rss,albanyherald.com,General,False
GA - Douglas Enterprise,https://www.douglasenterprise.net/feed/,douglasenterprise.net,General,False
GA - Moultrie Observer,https://www.moultrieobserver.com/feed/,moultrieobserver.com,General,False
GA - Georgia Recorder,https://georgiarecorder.com/feed/,georgiarecorder.com,General,False
GA - Georgia Virtue,https://georgiavirtu.com/feed/,georgiavirtu.com,General,False
ID - Pocatello Idaho State Journal,https://www.idahostatejournal.com/search/?f=rss,idahostatejournal.com,General,False
ID - Sandpoint Reader,https://www.sandpointreader.com/feed/,sandpointreader.com,General,False
ID - Idaho Capital Sun,https://idahocapitalsun.com/feed/,idahocapitalsun.com,General,False
IL - Elgin Courier-News,https://www.chicagotribune.com/suburbs/elgin-courier-news/rss2.0.xml,chicagotribune.com,General,False
IL - Joliet Herald-News,https://www.chicagotribune.com/suburbs/joliet-herald-news/rss2.0.xml,chicagotribune.com,General,False
IL - Lake County News-Sun,https://www.chicagotribune.com/suburbs/lake-county-news-sun/rss2.0.xml,chicagotribune.com,General,False
IL - Waukegan News-Sun,https://www.chicagotribune.com/suburbs/waukegan-lake-county-news-sun/rss2.0.xml,chicagotribune.com,General,False
IL - Galesburg Register-Mail,https://www.galesburg.com/search/?f=rss,galesburg.com,General,False
IL - Kankakee Daily Journal,https://www.daily-journal.com/search/?f=rss,daily-journal.com,General,False
IL - Ottawa Times,https://www.mywebtimes.com/search/?f=rss,mywebtimes.com,General,False
IL - Freeport Journal-Standard,https://www.journalstandard.com/search/?f=rss,journalstandard.com,General,False
IL - Illinois Times,https://illinoistimes.com/feed/,illinoistimes.com,General,False
IL - Illinois Newsroom,https://illinoisnewsroom.org/feed/,illinoisnewsroom.org,General,False
IL - Capitol News Illinois,https://capitolnewsillinois.com/feed/,capitolnewsillinois.com,General,False
IN - Kokomo Tribune,https://www.kokomotribune.com/search/?f=rss,kokomotribune.com,General,False
IN - Richmond Palladium-Item,https://www.pal-item.com/rss/,pal-item.com,General,False
IN - Anderson Herald Bulletin,https://www.heraldbulletin.com/search/?f=rss,heraldbulletin.com,General,False
IN - Logansport Pharos-Tribune,https://www.pharostribune.com/search/?f=rss,pharostribune.com,General,False
IN - Marion Chronicle-Tribune,https://www.chronicle-tribune.com/search/?f=rss,chronicle-tribune.com,General,False
IN - Indiana Capital Chronicle,https://indianacapitalchronicle.com/feed/,indianacapitalchronicle.com,General,False
IA - Mason City Globe Gazette,https://www.globegazette.com/search/?f=rss,globegazette.com,General,False
IA - Ottumwa Courier,https://www.ottumwacourier.com/search/?f=rss,ottumwacourier.com,General,False
IA - Marshalltown Times-Republican,https://www.timesrepublican.com/search/?f=rss,timesrepublican.com,General,False
IA - Fort Dodge Messenger,https://www.messengernews.net/search/?f=rss,messengernews.net,General,False
IA - Iowa Capital Dispatch,https://iowacapitaldispatch.com/feed/,iowacapitaldispatch.com,General,False
IA - Iowa Public Radio,https://www.iowapublicradio.org/rss/,iowapublicradio.org,General,False
KS - Garden City Telegram,https://www.gctelegram.com/search/?f=rss,gctelegram.com,General,False
KS - Dodge City Daily Globe,https://www.dodgeglobeplus.com/search/?f=rss,dodgeglobeplus.com,General,False
KS - Leavenworth Times,https://www.leavenworthtimes.com/search/?f=rss,leavenworthtimes.com,General,False
KS - Ottawa Herald,https://www.ottawaherald.com/search/?f=rss,ottawaherald.com,General,False
KS - Kansas Reflector,https://kansasreflector.com/feed/,kansasreflector.com,General,False
KY - Elizabethtown News-Enterprise,https://www.thenewsenterprise.com/search/?f=rss,thenewsenterprise.com,General,False
KY - Richmond Register,https://www.richmondregister.com/search/?f=rss,richmondregister.com,General,False
KY - Danville Advocate-Messenger,https://www.amnews.com/search/?f=rss,amnews.com,General,False
KY - Murray Ledger & Times,https://www.murrayledger.com/search/?f=rss,murrayledger.com,General,False
KY - Kentucky Lantern,https://kentuckylantern.com/feed/,kentuckylantern.com,General,False
KY - Kentucky Public Radio,https://www.wkyu.org/rss,wkyu.org,General,False
LA - Baton Rouge Business Report,https://www.businessreport.com/feed/,businessreport.com,General,False
LA - Acadiana Advocate,https://www.theadvocate.com/acadiana/rss,theadvocate.com,General,False
LA - St. Tammany Farmer,https://www.sttammanyfarmer.net/search/?f=rss,sttammanyfarmer.net,General,False
LA - Natchitoches Times,https://www.natchitochestimes.com/search/?f=rss,natchitochestimes.com,General,False
LA - Louisiana Illuminator,https://lailluminator.com/feed/,lailluminator.com,General,False
LA - Gambit New Orleans,https://www.nola.com/gambit/rss,nola.com,General,False
ME - Portland Phoenix,https://www.portlandphoenix.me/feed/,portlandphoenix.me,General,False
ME - Maine Beacon,https://mainebeacon.com/feed/,mainebeacon.com,General,False
ME - Maine Morning Star,https://mainemorningstar.com/feed/,mainemorningstar.com,General,False
ME - Ellsworth American,https://www.ellsworthamerican.com/feed/,ellsworthamerican.com,General,False
ME - Mount Desert Islander,https://www.mdislander.com/feed/,mdislander.com,General,False
MD - Maryland Matters,https://www.marylandmatters.org/feed/,marylandmatters.org,General,False
MD - Bay Journal,https://www.bayjournal.com/feed/,bayjournal.com,General,False
MD - Montgomery County Sentinel,https://www.thesentinel.com/feed/,thesentinel.com,General,False
MD - Prince George Sentinel,https://pgsentinel.com/feed/,pgsentinel.com,General,False
MD - Southern Maryland Online,https://somd.com/feed/,somd.com,General,False
MA - Brockton Enterprise,https://www.enterprisenews.com/feed/,enterprisenews.com,General,False
MA - Taunton Gazette,https://www.tauntongazette.com/feed/,tauntongazette.com,General,False
MA - Fall River Herald News,https://www.heraldnews.com/feed/,heraldnews.com,General,False
MA - Attleboro Sun Chronicle,https://www.thesunchronicle.com/search/?f=rss,thesunchronicle.com,General,False
MA - Milford Daily News,https://www.milforddailynews.com/feed/,milforddailynews.com,General,False
MA - MetroWest Daily News,https://www.metrowestdailynews.com/feed/,metrowestdailynews.com,General,False
MA - North Adams Transcript,https://www.thetranscript.com/search/?f=rss,thetranscript.com,General,False
MA - Fitchburg Sentinel & Enterprise,https://www.sentinelandenterprise.com/feed/,sentinelandenterprise.com,General,False
MA - Haverhill Gazette,https://www.eagletribune.com/haverhill_gazette/rss,eagletribune.com,General,False
MA - Eagle Tribune Lawrence,https://www.eagletribune.com/rss,eagletribune.com,General,False
MA - Boston.com,https://www.boston.com/tag/news/feed/,boston.com,General,False
MI - Traverse City Ticker,https://www.traverseticker.com/feed/,traverseticker.com,General,False
MI - Holland Sentinel,https://www.hollandsentinel.com/search/?f=rss,hollandsentinel.com,General,False
MI - Midland Daily News,https://www.ourmidland.com/search/?f=rss,ourmidland.com,General,False
MI - Monroe News,https://www.monroenews.com/search/?f=rss,monroenews.com,General,False
MI - Battle Creek Enquirer,https://www.battlecreekenquirer.com/rss/,battlecreekenquirer.com,General,False
MI - Jackson Citizen Patriot,https://www.mlive.com/jackson/index.ssf/rss2.0.xml,mlive.com,General,False
MI - Alpena News,https://www.thealpenanews.com/feed/,thealpenanews.com,General,False
MI - Petoskey News-Review,https://www.petoskeynews.com/search/?f=rss,petoskeynews.com,General,False
MI - Michigan Advance,https://michiganadvance.com/feed/,michiganadvance.com,General,False
MN - Bemidji Pioneer,https://www.bemidjipioneer.com/search/?f=rss,bemidjipioneer.com,General,False
MN - Duluth Reader,https://duluthreader.com/feed/,duluthreader.com,General,False
MN - Worthington Daily Globe,https://www.dglobe.com/search/?f=rss,dglobe.com,General,False
MN - Willmar West Central Tribune,https://www.wctrib.com/search/?f=rss,wctrib.com,General,False
MN - Fergus Falls Daily Journal,https://www.fergusfallsjournal.com/search/?f=rss,fergusfallsjournal.com,General,False
MN - Minnesota Reformer,https://minnesotareformer.com/feed/,minnesotareformer.com,General,False
MN - Sahan Journal,https://sahanjournal.com/feed/,sahanjournal.com,General,False
MS - Greenwood Commonwealth,https://www.gwcommonwealth.com/search/?f=rss,gwcommonwealth.com,General,False
MS - Natchez Democrat,https://www.natchezdemocrat.com/feed/,natchezdemocrat.com,General,False
MS - Laurel Leader-Call,https://www.laurelleadercall.com/search/?f=rss,laurelleadercall.com,General,False
MS - Tupelo Daily Journal,https://www.djournal.com/search/?f=rss,djournal.com,General,False
MS - Picayune Item,https://www.picayuneitem.com/search/?f=rss,picayuneitem.com,General,False
MS - Mississippi Free Press,https://www.mississippifreepress.org/feed/,mississippifreepress.org,General,False
MO - Rolla Daily News,https://www.therolladailynews.com/search/?f=rss,therolladailynews.com,General,False
MO - Sikeston Standard Democrat,https://www.standard-democrat.com/search/?f=rss,standard-democrat.com,General,False
MO - Cape Girardeau SE Missourian,https://www.semissourian.com/rss/,semissourian.com,General,False
MO - Hannibal Courier-Post,https://www.hannibal.net/search/?f=rss,hannibal.net,General,False
MO - Independence Examiner,https://www.examiner.net/search/?f=rss,examiner.net,General,False
MO - Missouri Independent,https://missouriindependent.com/feed/,missouriindependent.com,General,False
MO - Riverfront Times St Louis,https://www.riverfronttimes.com/feed/,riverfronttimes.com,General,False
MT - Havre Daily News,https://www.havredailynews.com/search/?f=rss,havredailynews.com,General,False
MT - Miles City Star,https://www.milescitystar.com/search/?f=rss,milescitystar.com,General,False
MT - Montana Standard Butte,https://mtstandard.com/search/?f=rss,mtstandard.com,General,False
MT - Livingston Enterprise,https://www.livingstonenterprise.com/search/?f=rss,livingstonenterprise.com,General,False
MT - Montana Public Radio,https://www.mtpr.org/rss,mtpr.org,General,False
NE - Columbus Telegram,https://www.columbustelegram.com/search/?f=rss,columbustelegram.com,General,False
NE - Hastings Tribune,https://www.hastingstribune.com/search/?f=rss,hastingstribune.com,General,False
NE - York News-Times,https://www.yorknewstimes.com/search/?f=rss,yorknewstimes.com,General,False
NE - North Platte Telegraph,https://www.nptelegraph.com/search/?f=rss,nptelegraph.com,General,False
NE - Nebraska Examiner,https://nebraskaexaminer.com/feed/,nebraskaexaminer.com,General,False
NE - NET Nebraska,https://netnebraska.org/feed,netnebraska.org,General,False
NV - Elko Daily Free Press,https://www.elkodaily.com/search/?f=rss,elkodaily.com,General,False
NV - Reno News & Review,https://www.newsreview.com/reno/rss/,newsreview.com,General,False
NV - Nevada Current,https://nevadacurrent.com/feed/,nevadacurrent.com,General,False
NV - Nevada Appeal Carson City,https://www.nevadaappeal.com/search/?f=rss,nevadaappeal.com,General,False
NH - Portsmouth Herald,https://www.seacoastonline.com/search/?f=rss,seacoastonline.com,General,False
NH - Nashua Telegraph,https://www.nashuatelegraph.com/search/?f=rss,nashuatelegraph.com,General,False
NH - NH Bulletin,https://newhampshirebulletin.com/feed/,newhampshirebulletin.com,General,False
NH - InDepthNH,https://indepthnh.org/feed/,indepthnh.org,General,False
NJ - Trentonian,https://www.trentonian.com/feed/,trentonian.com,General,False
NJ - Atlantic City Press,https://www.pressofatlanticcity.com/search/?f=rss,pressofatlanticcity.com,General,False
NJ - Vineland Daily Journal,https://www.thedailyjournal.com/rss/,thedailyjournal.com,General,False
NJ - Morristown Daily Record,https://www.dailyrecord.com/rss/,dailyrecord.com,General,False
NJ - New Jersey Monitor,https://newjerseymonitor.com/feed/,newjerseymonitor.com,General,False
NM - Silver City Daily Press,https://www.scdailypress.com/feed/,scdailypress.com,General,False
NM - Clovis Media,https://www.clovisnews.com/search/?f=rss,clovisnews.com,General,False
NM - Taos News,https://www.taosnews.com/search/?f=rss,taosnews.com,General,False
NM - Source New Mexico,https://sourcenm.com/feed/,sourcenm.com,General,False
NY - Ithaca Journal,https://www.ithacajournal.com/rss/,ithacajournal.com,General,False
NY - Elmira Star-Gazette,https://www.stargazette.com/rss/,stargazette.com,General,False
NY - Plattsburgh Press-Republican,https://www.pressrepublican.com/search/?f=rss,pressrepublican.com,General,False
NY - Glens Falls Post-Star,https://poststar.com/search/?f=rss,poststar.com,General,False
NY - Watertown Daily Times,https://www.watertowndailytimes.com/search/?f=rss,watertowndailytimes.com,General,False
NY - Kingston Daily Freeman,https://www.dailyfreeman.com/search/?f=rss,dailyfreeman.com,General,False
NY - Middletown Times Herald-Record,https://www.recordonline.com/search/?f=rss,recordonline.com,General,False
NY - New York Focus,https://www.nysfocus.com/feed/,nysfocus.com,General,False
NY - City Limits,https://citylimits.org/feed/,citylimits.org,General,False
NY - The Indypendent,https://indypendent.org/feed/,indypendent.org,General,False
NY - Queens Daily Eagle,https://queenseagle.com/feed/,queenseagle.com,General,False
NY - Brooklyn Eagle,https://brooklyneagle.com/feed/,brooklyneagle.com,General,False
NY - Bronx Times,https://www.bxtimes.com/feed/,bxtimes.com,General,False
NC - Hickory Daily Record,https://www.hickoryrecord.com/search/?f=rss,hickoryrecord.com,General,False
NC - Morganton News Herald,https://www.morganton.com/search/?f=rss,morganton.com,General,False
NC - Burlington Times-News,https://www.thetimesnews.com/search/?f=rss,thetimesnews.com,General,False
NC - Sanford Herald,https://www.sanfordherald.com/search/?f=rss,sanfordherald.com,General,False
NC - Wilson Times,https://www.wilsontimes.com/search/?f=rss,wilsontimes.com,General,False
NC - Kinston Free Press,https://www.kinston.com/search/?f=rss,kinston.com,General,False
NC - NC Health News,https://www.northcarolinahealthnews.org/feed/,northcarolinahealthnews.org,General,False
NC - Cardinal & Pine,https://cardinalpine.com/feed/,cardinalpine.com,General,False
ND - Wahpeton Daily News,https://www.wahpetondailynews.com/search/?f=rss,wahpetondailynews.com,General,False
ND - Williston Daily Herald,https://www.willistonherald.com/search/?f=rss,willistonherald.com,General,False
ND - ND Monitor,https://ndmonitor.com/feed/,ndmonitor.com,General,False
ND - Prairie Public Radio,https://www.prairiepublic.org/rss,prairiepublic.org,General,False
OH - Portsmouth Daily Times,https://www.portsmouth-dailytimes.com/search/?f=rss,portsmouth-dailytimes.com,General,False
OH - Chillicothe Gazette,https://www.chillicothegazette.com/rss/,chillicothegazette.com,General,False
OH - Zanesville Times Recorder,https://www.zanesvilletimesrecorder.com/rss/,zanesvilletimesrecorder.com,General,False
OH - Lancaster Eagle-Gazette,https://www.lancastereaglegazette.com/rss/,lancastereaglegazette.com,General,False
OH - Fremont News-Messenger,https://www.thenews-messenger.com/rss/,thenews-messenger.com,General,False
OH - Sandusky Register,https://www.sanduskyregister.com/search/?f=rss,sanduskyregister.com,General,False
OH - Lima News,https://www.limaohio.com/search/?f=rss,limaohio.com,General,False
OH - Defiance Crescent-News,https://www.crescent-news.com/search/?f=rss,crescent-news.com,General,False
OH - Marion Star,https://www.marionstar.com/rss/,marionstar.com,General,False
OH - Signal Cleveland,https://signalcleveland.org/feed/,signalcleveland.org,General,False
OK - Bartlesville Examiner-Enterprise,https://www.examiner-enterprise.com/search/?f=rss,examiner-enterprise.com,General,False
OK - Ponca City News,https://www.poncacitynews.com/search/?f=rss,poncacitynews.com,General,False
OK - Shawnee News-Star,https://www.news-star.com/search/?f=rss,news-star.com,General,False
OK - Chickasha Express-Star,https://www.chickashanews.com/search/?f=rss,chickashanews.com,General,False
OK - Oklahoma Voice,https://oklahomavoice.com/feed/,oklahomavoice.com,General,False
OR - Ashland Tidings,https://www.dailytidings.com/search/?f=rss,dailytidings.com,General,False
OR - Klamath Falls Herald News,https://www.heraldandnews.com/search/?f=rss,heraldandnews.com,General,False
OR - Roseburg News-Review,https://www.nrtoday.com/search/?f=rss,nrtoday.com,General,False
OR - The Lund Report,https://www.lundreport.org/feed/,lundreport.org,General,False
OR - Oregon Capital Chronicle,https://oregoncapitalchronicle.com/feed/,oregoncapitalchronicle.com,General,False
OR - Street Roots Portland,https://www.streetroots.org/feed/,streetroots.org,General,False
PA - Altoona Mirror,https://www.altoonamirror.com/feed/,altoonamirror.com,General,False
PA - Johnstown Tribune-Democrat,https://www.tribdem.com/search/?f=rss,tribdem.com,General,False
PA - Greensburg Tribune-Review,https://triblive.com/local/westmoreland/feed/,triblive.com,General,False
PA - Beaver County Times,https://www.timesonline.com/search/?f=rss,timesonline.com,General,False
PA - Butler Eagle,https://www.butlereagle.com/search/?f=rss,butlereagle.com,General,False
PA - New Castle News,https://www.ncnewsonline.com/search/?f=rss,ncnewsonline.com,General,False
PA - Lebanon Daily News,https://www.ldnews.com/rss/,ldnews.com,General,False
PA - York Daily Record,https://www.ydr.com/rss/,ydr.com,General,False
PA - Chambersburg Public Opinion,https://www.publicopiniononline.com/rss/,publicopiniononline.com,General,False
PA - Centre Daily Times,https://www.centredaily.com/news/local/rss,centredaily.com,General,False
PA - Broad + Liberty,https://broadandliberty.com/feed/,broadandliberty.com,General,False
RI - East Bay Media,https://www.eastbayri.com/feed/,eastbayri.com,General,False
RI - Cranston Herald,https://www.cranstononline.com/feed/,cranstononline.com,General,False
SC - Aiken Standard,https://www.aikenstandard.com/search/?f=rss,aikenstandard.com,General,False
SC - Florence Morning News,https://www.scnow.com/search/?f=rss,scnow.com,General,False
SC - Orangeburg Times & Democrat,https://thetandd.com/search/?f=rss,thetandd.com,General,False
SC - Beaufort Gazette,https://www.islandpacket.com/news/local/rss,islandpacket.com,General,False
SC - SC Daily Gazette,https://scdailygazette.com/feed/,scdailygazette.com,General,False
SD - Brookings Register,https://www.brookingsregister.com/search/?f=rss,brookingsregister.com,General,False
SD - Huron Plainsman,https://www.plainsman.com/search/?f=rss,plainsman.com,General,False
SD - Mitchell Daily Republic,https://www.mitchellrepublic.com/search/?f=rss,mitchellrepublic.com,General,False
TN - Murfreesboro Daily News Journal,https://www.dnj.com/rss/,dnj.com,General,False
TN - Cookeville Herald-Citizen,https://www.herald-citizen.com/search/?f=rss,herald-citizen.com,General,False
TN - Columbia Daily Herald,https://www.columbiadailyherald.com/search/?f=rss,columbiadailyherald.com,General,False
TN - Kingsport Times-News,https://www.timesnews.net/search/?f=rss,timesnews.net,General,False
TN - Bristol Herald Courier,https://heraldcourier.com/search/?f=rss,heraldcourier.com,General,False
TN - Nashville Scene,https://www.nashvillescene.com/feed/,nashvillescene.com,General,False
TX - Paris News,https://www.theparisNews.com/search/?f=rss,theparisnews.com,General,False
TX - Marshall News Messenger,https://www.marshallnewsmessenger.com/search/?f=rss,marshallnewsmessenger.com,General,False
TX - Lufkin Daily News,https://lufkindailynews.com/search/?f=rss,lufkindailynews.com,General,False
TX - Texarkana Gazette,https://www.texarkanagazette.com/news/texas/rss,texarkanagazette.com,General,False
TX - Bryan-College Station Eagle,https://www.theeagle.com/search/?f=rss,theeagle.com,General,False
TX - Killeen Daily Herald,https://kdhnews.com/search/?f=rss,kdhnews.com,General,False
TX - Temple Daily Telegram,https://www.tdtnews.com/search/?f=rss,tdtnews.com,General,False
TX - Victoria Advocate,https://www.victoriaadvocate.com/search/?f=rss,victoriaadvocate.com,General,False
TX - San Angelo Standard-Times,https://www.gosanangelo.com/rss/,gosanangelo.com,General,False
TX - Big Spring Herald,https://www.bigspringherald.com/search/?f=rss,bigspringherald.com,General,False
TX - Plainview Daily Herald,https://www.myplainview.com/search/?f=rss,myplainview.com,General,False
TX - Denton Record-Chronicle,https://www.dentonrc.com/search/?f=rss,dentonrc.com,General,False
TX - Garland News,https://www.garlandnews.com/search/?f=rss,garlandnews.com,General,False
TX - McKinney Courier-Gazette,https://www.courier-gazette.com/search/?f=rss,courier-gazette.com,General,False
TX - Texas Observer,https://www.texasobserver.org/feed/,texasobserver.org,General,False
TX - Texas Monthly,https://www.texasmonthly.com/feed/,texasmonthly.com,General,False
TX - The Texas Signal,https://texassignal.com/feed/,texassignal.com,General,False
UT - Summit Daily Newpark City,https://www.summitdaily.com/feed/,summitdaily.com,General,False
UT - Moab Times-Independent,https://www.moabtimes.com/feed/,moabtimes.com,General,False
UT - Utah Policy,https://utahpolicy.com/feed/,utahpolicy.com,General,False
UT - Utah News Dispatch,https://utahnewsdispatch.com/feed/,utahnewsdispatch.com,General,False
VT - St. Albans Messenger,https://www.samessenger.com/search/?f=rss,samessenger.com,General,False
VT - Addison County Independent,https://www.addisonindependent.com/search/?f=rss,addisonindependent.com,General,False
VT - Seven Days VT,https://www.sevendaysvt.com/feed/,sevendaysvt.com,General,False
VA - Martinsville Bulletin,https://www.martinsvillebulletin.com/search/?f=rss,martinsvillebulletin.com,General,False
VA - Danville Register & Bee,https://www.registerbee.com/search/?f=rss,registerbee.com,General,False
VA - Waynesboro News Virginian,https://www.newsvirginian.com/search/?f=rss,newsvirginian.com,General,False
VA - Harrisonburg DNR,https://www.dnronline.com/search/?f=rss,dnronline.com,General,False
VA - Virginia Public Media,https://www.wvtf.org/rss,wvtf.org,General,False
VA - Cardinal News,https://cardinalnews.org/feed/,cardinalnews.org,General,False
WA - Walla Walla Union-Bulletin,https://www.union-bulletin.com/search/?f=rss,union-bulletin.com,General,False
